,Defendant_Sex,Defendant_Race,Defendant_Age,Defendant_AgeGroup,Defendant_IndigencyStatus,PriorConvs_Fel,PriorConvs_Misd,PriorFTAConvs,PriorVPRAIViolConvs,PriorVPRAIViolConvs_Fel,PriorVPRAIViolConvs_Misd,WhetherDefendantWasReleasedPretrial,BondTypeAtInitialContact,BondAmountAtInitialContact,ContactEvent_WhetherOffensePunishablebyIncaration,CaseType_MostSerChargeinContactEvent_regardlessofFinalDisp,CurrentCharge_VPRAIViolent,CurrentCharge_PSAViolent,FinalDispositionAllCharges_v1,ImposedSentenceMostSeriousConvictionInContactEvent,VPRAI_TotalPoints_Opt1,VPRAI_RiskLevel_Opt2,VPRAI_TotalPoints_Opt2,VPRAI_RiskLevel_Opt2,VPRAI_PTPlacementRiskLevel,PSA_FTA_TotalPoints,PSA_FTA_RiskLevelScale,PSA_NCA_TotalPoints,PSA_NCA_RiskLevelScale,UnemploymentRate_October2017_BureauofLaborStatistics,GiniIndex,WhiteAlonePercentage_PopulationEstimate_2017_Census,AfricanAmericanAlonepercentage_PopulationEstimate_2017,AsianAlonepercentage_PopulationEstimate_2017_Census,Male_MedianAge_2017Census,Female_MedianAge_2017Census,FollowUp_ArrestedforNewOff,FollowUp_ChargedWithNewFTA,NewArrest_VCC,NewArrest_Type,NewArrest_VCCClassification,NewArrest_Disposition,FollowUp_ArrestedForNewOffPunishableByIncarceration,NewArrestPunishableByIncarceration_Type,FollowUp_NewFelonyArrest,NewFelonyArrest_VCC,NewFelonyArrest_VCCPrefix,NewFelonyArrest_VCCClassification,NewFelonyArrest_Type,NewFelonyArrest_Disposition,FollowUp_NewVPRAIViolentArrest,NewVPRAIViolentArrest_VCC,NewVPRAIViolentArrest_VCCPrefix,NewVaCode297ViolentOff_VCC,NewVaCode297ViolentOff_Disposition,recid
6347,M,W,43,4,0,0,0,0,0,0,0,1,3,2000,1,M,1,1,1, ,0,1,1,1, ,0,1,0,1,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6348,M,A,26,3,9,0,0,0,0,0,0,1,1, ,1,F,1,1,3, ,0,1,1,1, ,0,1,0,1,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6349,M,B,20,2,1,0,6,0,1,0,1,1,2,5000,1,M,0,0,1, ,2,2,3,2, ,4,4,7,5,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6350,M,A,67,7,0,0,0,0,0,0,0,1,1, ,1,F,0,0,5,.985626283367556,3,2,4,2, ,0,1,0,1,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6351,M,W,57,6,0,0,1,0,0,0,0,1,4, ,0,M,0,0,5,0,4,3,5,3, ,2,3,6,4,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6352,M,A,53,5,1,0,0,0,0,0,0,1,1, ,1,F,0,0,3, ,3,2,4,2, ,0,1,0,1,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6353,F,B,26,3,0,0,0,0,0,0,0,1,3,1000,1,M,0,0,1, ,0,1,1,1, ,0,1,0,1,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6354,M,W,27,3,0,0,1,0,0,0,0,1,3,2500,1,F,0,0,1, ,5,3,6,3, ,1,2,1,2,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6355,M,W,22,2,9,2,4,0,0,0,0,0,1, ,1,F,0,0,5,0,6,4,7,4, ,2,3,7,5,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6356,M,W,31,3,0,0,2,0,0,0,0,1,2,1000,1,M,0,0,5,.985626283367556,2,2,3,2, ,1,2,1,2,2.8,.42,65.2,10.4,20,37.3,39.2,0,1, , , , ,0, ,0, , , , , ,0, , , , ,0
6357,M,B,28,3,0,0,0,0,0,0,0,1,3,2500,1,F,1,1,5,6,0,1,1,1, ,0,1,0,1,2.8,.42,65.2,10.4,20,37.3,39.2,1,0,FAM3808F6,F,F6,0,1,F,1,FAM3808F6,FAM,F6,F,0,1,FAM3808F6,FAM, , ,1
6358,M,W,31,3,0,0,0,0,0,0,0,1,3,2000,1,M,0,0,5,.328542094455852,0,1,1,1, ,0,1,0,1,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6359,F,B,33,3,1,0,0,0,0,0,0,1,2,5000,1,F,0,0,5,6,3,2,4,2, ,0,1,0,1,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6360,M,W,52,5,1,0,0,0,0,0,0,1,3,1500,1,M,0,0,1, ,0,1,1,1, ,0,1,0,1,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6361,M,W,19,2,0,0,0,0,0,0,0,1,4, ,0,M,0,0,5,0,0,1,1,1, ,0,1,2,2,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6362,M,W,20,2,1,0,1,0,0,0,0,1,2,1500,1,M,0,0,1, ,6,4,7,4, ,4,4,7,5,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6363,M,W,21,2,1,2,6,1,0,0,0,0,1, ,1,F,0,0,1, ,5,3,6,3, ,5,5,10,6,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6364,M,I,51,5,0,0,17,3,4,0,4,1,4, ,0,M,0,0,5,0,6,4,7,4, ,5,5,9,6,2.8,.42,65.2,10.4,20,37.3,39.2,1,0,OBS3712O4,M,O4,1,1,M,0, , , , , ,0, , , , ,1
6365,M,B,27,3,0,0,2,0,0,0,0,1,2,2000,1,F,0,0,3, ,5,3,6,3, ,1,2,3,3,2.8,.42,65.2,10.4,20,37.3,39.2,1,0,LAR2359F9,F,F9,1,1,F,1,LAR2359F9,LAR,F9,F,1,0, , , , ,1
6366,M,B,33,3,0,0,0,0,0,0,0,1,1, ,1,F,1,1,1, ,0,1,1,1, ,0,1,0,1,2.8,.42,65.2,10.4,20,37.3,39.2,1,0,LAR2337M1,M,M1,0,1,M,0, , , , , ,0, , , , ,1
6367,M,W,55,5,1,0,1,1,0,0,0,1,3,1500,1,M,0,0,5,0,3,2,4,2, ,2,3,1,2,2.8,.42,65.2,10.4,20,37.3,39.2,1,1,LIC6863O1,M,O1,1,1,M,0, , , , , ,0, , , , ,1
6368,M,A,23,2,0,0,0,0,0,0,0,1,2,2500,1,M,0,0,5,.164271047227926,1,1,2,1, ,4,4,2,2,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6369,M,B,23,2,1,0,0,0,0,0,0,1,3,2500,1,F,0,0,1, ,3,2,4,2, ,0,1,0,1,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6370,F,B,18,2,9,0,0,0,0,0,0,1,3,1000,1,M,0,0,1, ,0,1,1,1, ,0,1,2,2,2.8,.42,65.2,10.4,20,37.3,39.2,1,0,ORD9993O9,M,O9,0,1,M,0, , , , , ,0, , , , ,1
6371,M,W,21,2,0,0,0,0,0,0,0,1,3,1500,1,M,0,0,5,.985626283367556,0,1,1,1, ,0,1,2,2,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6372,M,W,31,3,1,0,1,0,0,0,0,1,2,1000,1,M,0,0,1, ,2,2,3,2, ,2,3,1,2,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6373,F,W,55,5,1,0,0,0,0,0,0,1,3,1000,1,M,0,0,5,3,0,1,1,1, ,0,1,0,1,2.9,.42,87.4,7.7,1.7,40.6,42.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6374,F,W,46,5,0,0,0,0,0,0,0,1,4, ,0,M,0,0,5,0,0,1,1,1, ,0,1,0,1,3.5,.44,89.4,8.1,.5,46.7,48,1,0,OBS3712M4,M,M4,1,1,M,0, , , , , ,1,ASL1315M1,ASL, , ,1
6375,M,W,38,4,1,4,21,10,0,0,0,0,1, ,1,F,0,0,5,60,8,5,9,5, ,3,4,8,5,3.5,.44,89.4,8.1,.5,46.7,48,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6376,M,W,58,6,1,15,2,0,1,0,1,1,2,10000,1,F,0,0,5,36,6,4,7,4, ,1,2,5,4,3.5,.44,89.4,8.1,.5,46.7,48,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6377,F,W,28,3,1,0,0,0,0,0,0,0,1, ,1,F,0,0,5,24,3,2,4,2, ,0,1,0,1,2.8,.39,90.9,4.5,1.7,39.6,41.5,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6378,M,W,59,6,0,0,0,0,0,0,0,1,3,4000,1,M,0,0,5,4,0,1,1,1, ,0,1,0,1,2.8,.39,90.9,4.5,1.7,39.6,41.5,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6379,F,W,24,2,1,0,1,0,0,0,0,1,3,500,1,M,1,1,1, ,2,2,3,2, ,1,2,1,2,4,.4,96.4,1.5,.7,43.9,46.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6380,M,W,31,3,1,0,0,0,0,0,0,1,2,3000,1,M,0,0,3, ,0,1,1,1, ,0,1,0,1,4,.4,96.4,1.5,.7,43.9,46.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6381,M,W,33,3,1,1,3,0,1,0,1,0,1, ,1,S,0,0,5,.328542094455852,7,4,8,4, ,6,5,10,6,3,.4,87.9,8.1,.9,42.9,45.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6382,F,B,21,2,0,0,2,0,0,0,0,1,2,500,1,M,0,0,1, ,6,4,7,4, ,2,3,6,4,3,.4,87.9,8.1,.9,42.9,45.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6383,F,W,24,2,1,1,2,0,0,0,0,0,1, ,1,F,0,0,5,123,9,5,10,5, ,1,2,4,3,3.2,.46,92.6,5.6,.2,46.1,50.7,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6384,M,B,29,3,1,9,7,0,1,0,1,0,1, ,1,F,0,0,5,120,9,5,10,5, ,1,2,6,4,3.2,.46,92.6,5.6,.2,46.1,50.7,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6385,M,W,26,3,0,1,2,0,1,1,0,1,3,5000,1,M,0,0,5,.328542094455852,2,2,3,2, ,1,2,5,4,2.6,.41,88.2,7,1.7,39.3,41.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6386,M,W,51,5,1,4,1,0,0,0,0,1,2,2000,1,F,0,0,3, ,11,6,12,6, ,2,3,5,4,2.6,.41,88.2,7,1.7,39.3,41.8,1,1,LIC6809M1,M,M1,1,1,M,0, , , , , ,0, , , , ,1
6387,F,W,49,5,0,0,3,0,1,0,1,1,2,5000,1,S,0,0,5,12,2,2,3,2, ,1,2,2,2,4,.4,38.4,59.5,.8,39.3,45.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6388,M,W,49,5,1,4,5,0,0,0,0,0,1, ,1,F,0,0,5,24,7,4,8,4, ,6,5,7,5,4.5,.44,61.3,36.3,.6,44.3,48.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6389,F,B,27,3,1,0,0,0,0,0,0,1,1, ,1,F,1,1,5,12,0,1,1,1,2,0,1,0,1,4.5,.44,61.3,36.3,.6,44.3,48.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6390,F,W,36,4,0,0,0,0,0,0,0,1,4, ,1,M,0,0,5,6,0,1,1,1, ,2,3,1,2,3,.39,86.3,9.5,1.8,41,44.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6391,M,B,24,2,1,0,1,0,0,0,0,1,3,1500,1,S,0,0,5,0,2,2,3,2, ,1,2,1,2,3,.39,86.3,9.5,1.8,41,44.2,0,1, , , , ,0, ,0, , , , , ,0, , , , ,0
6392,M,B,30,3,1,4,5,0,1,0,1,1,3,5000,1,S,0,0,5,.131416837782341,4,3,5,3,4,1,2,6,4,3,.39,86.3,9.5,1.8,41,44.2,1,0,LIC6863O1,M,O1,1,1,M,0, , , , , ,0, , , , ,1
6393,M,B,29,3,1,0,1,1,0,0,0,0,1, ,1,M,0,0,5,2.32854209445585,2,2,3,2, ,2,3,1,2,3,.39,86.3,9.5,1.8,41,44.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6394,F,W,30,3,1,2,1,1,0,0,0,1,3,5000,1,S,0,0,5,0,4,3,5,3, ,4,4,8,5,3,.39,86.3,9.5,1.8,41,44.2,0,1, , , , ,0, ,0, , , , , ,0, , , , ,0
6395,M,B,21,2,1,0,0,0,0,0,0,0,1, ,1,S,0,0,5,.0657084188911704,0,1,1,1, ,0,1,2,2,3,.39,86.3,9.5,1.8,41,44.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6396,M,W,35,3,1,0,13,2,6,0,6,1,2,1000,1,S,0,0,2, ,6,4,7,4, ,5,5,9,6,3,.39,86.3,9.5,1.8,41,44.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6397,M,B,53,5,1,0,4,1,3,0,3,0,1, ,1,S,0,0,1, ,4,3,5,3, ,4,4,4,3,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6398,M,B,44,4,0,2,5,2,0,0,0,0,1, ,1,S,0,0,5,.328542094455852,3,2,4,2, ,2,3,4,3,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6399,F,B,19,2,1,0,1,0,0,0,0,1,3,1500,1,M,0,0,5,12,2,2,3,2, ,1,2,3,3,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6400,F,W,28,3,1,4,1,0,0,0,0,1,1, ,1,F,0,0,5,60,5,3,6,3,4,1,2,4,3,3.3,.46,57.8,30.6,8.8,36.7,40.4,1,0,ROB1215F9,F,F9,1,1,F,1,ROB1215F9,ROB,F9,F,1,1,ROB1215F9,ROB,ROB1215F9,1,1
6401,M,W,20,2,1,0,3,0,0,0,0,0,1, ,1,F,0,0,5,6,7,4,8,4, ,2,3,9,6,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6402,M,W,62,6,1,3,10,0,5,0,5,0,1, ,1,F,0,0,5,60,6,4,7,4, ,1,2,6,4,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6403,M,W,38,4,1,4,3,1,0,0,0,1,2,2500,1,F,0,0,5,6,5,3,6,3,4,2,3,4,3,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6404,M,B,50,5,1,0,0,0,0,0,0,1,3,2500,1,F,0,0,5,60,3,2,4,2, ,0,1,0,1,3.3,.46,57.8,30.6,8.8,36.7,40.4,1,1,CON3210S9,M,S9,0,1,M,0, , , , , ,0, , , , ,1
6405,M,B,34,3,1,2,6,3,0,0,0,0,1, ,1,S,0,0,1, ,9,5,10,5, ,3,4,7,5,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6406,F,B,26,3,0,0,0,0,0,0,0,1,3,2500,1,M,0,0,1, ,0,1,1,1, ,0,1,0,1,3.3,.46,57.8,30.6,8.8,36.7,40.4,1,0,LIC6806M3,M,M3,0,1,M,0, , , , , ,0, , , , ,1
6407,M,B,32,3,1,0,0,0,0,0,0,1,3,2500,1,S,0,0,5,.328542094455852,0,1,1,1, ,0,1,0,1,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6408,F,W,23,2,1,0,0,0,0,0,0,1,1, ,1,M,0,0,5,12,0,1,1,1,2,0,1,0,1,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6409,F,W,24,2,1,0,0,0,0,0,0,1,3,1000,1,M,0,0,5,3,0,1,1,1, ,0,1,0,1,3.3,.46,57.8,30.6,8.8,36.7,40.4,1,1,LAR2359F9,F,F9,1,1,F,1,LAR2359F9,LAR,F9,F,1,0, , , , ,1
6410,M,W,53,5,1,1,5,0,0,0,0,1,2,1500,1,F,0,0,1, ,9,5,10,5, ,2,3,4,3,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6411,F,B,53,5,0,0,0,0,0,0,0,1,3,1500,1,M,0,0,1, ,0,1,1,1, ,0,1,0,1,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,1, , , , ,0, ,0, , , , , ,0, , , , ,0
6412,M,B,43,4,1,1,2,0,1,0,1,0,1, ,1,F,0,0,1, ,5,3,6,3, ,2,3,5,4,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6413,M,W,32,3,1,4,8,0,0,0,0,0,1, ,1,F,0,0,5,12,9,5,10,5, ,2,3,8,5,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6414,F,B,28,3,1,0,1,0,0,0,0,1,3,1500,1,M,0,0,5,.328542094455852,2,2,3,2, ,1,2,1,2,4.1,.45,74.6,22.5,.7,45.8,48.9,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6415,M,W,52,5,1,2,0,0,0,0,0,1,1, ,1,M,0,0,2, ,2,2,3,2, ,1,2,3,3,4.6,.48,94.6,3.7,.3,42.1,47,1,0,NAR3110F6,F,F6,8,1,F,1,NAR3110F6,NAR,F6,F,8,0, , , , ,1
6416,M,I,25,2,0,0,0,0,0,0,0,1,1, ,1,F,0,0,5,.328542094455852,3,2,4,2, ,0,1,0,1,2.8,.38,68.4,7.9,19.4,36.1,36.5,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6417,M,B,22,2,0,0,0,0,0,0,0,1,2,2500,1,S,0,0,5,.0657084188911704,0,1,1,1, ,0,1,2,2,2.8,.38,68.4,7.9,19.4,36.1,36.5,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6418,F,W,25,2,9,0,4,0,0,0,0,1,3,2500,1,M,0,0,5,6,6,4,7,4, ,2,3,4,3,2.8,.38,68.4,7.9,19.4,36.1,36.5,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6419,M,B,27,3,1,0,0,0,0,0,0,1,2,1500,0,S,0,0,1, ,0,1,1,1, ,0,1,0,1,2.8,.38,68.4,7.9,19.4,36.1,36.5,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6420,M,W,47,5,1,0,1,0,0,0,0,1,3,2000,1,M,0,0,5,0,2,2,3,2, ,1,2,1,2,2.8,.38,68.4,7.9,19.4,36.1,36.5,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6421,M,W,27,3,0,0,2,0,0,0,0,1,5, ,1,M,0,0,5,3,2,2,3,2,2,2,3,4,3,2.8,.38,68.4,7.9,19.4,36.1,36.5,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6422,M,W,26,3,1,0,3,0,1,0,1,0,2,2500,1,S,0,0,1, ,2,2,3,2, ,1,2,3,3,2.8,.38,68.4,7.9,19.4,36.1,36.5,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6423,M,W,19,2,1,0,0,0,0,0,0,1,2,2000,0,S,0,0,1, ,0,1,1,1, ,2,3,3,3,2.8,.38,68.4,7.9,19.4,36.1,36.5,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6424,M,B,24,2,1,0,0,0,0,0,0,1,2,1500,0,S,0,0,2, ,0,1,1,1, ,0,1,0,1,2.8,.38,68.4,7.9,19.4,36.1,36.5,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6425,M,W,37,4,1,1,7,0,5,1,4,0,1, ,1,F,1,1,5,60,5,3,6,3, ,2,3,9,6,3,.45,80.3,16.1,.7,44.7,45.9,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6426,F,B,26,3,0,0,1,1,0,0,0,1,4, ,0,M,0,0,5,0,3,2,4,2, ,4,4,2,2,4.3,.46,62.4,34.5,.9,46.7,50.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6427,F,W,26,3,0,0,1,0,0,0,0,1,4, ,0,M,0,0,2, ,2,2,3,2, ,1,2,1,2,3.2,.5,86.5,4.2,6.5,27.5,31.6,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6428,M,W,20,2,9,0,0,0,0,0,0,1,2,5000,1,F,0,0,3, ,3,2,4,2, ,0,1,2,2,3.2,.5,86.5,4.2,6.5,27.5,31.6,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6429,M,W,37,4,1,8,4,0,1,0,1,0,1, ,1,F,0,0,1, ,9,5,10,5, ,3,4,6,4,3.2,.5,86.5,4.2,6.5,27.5,31.6,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6430,F,W,34,3,1,5,9,0,0,0,0,1,1, ,1,F,0,0,1, ,5,3,6,3,6,1,2,4,3,3.2,.5,86.5,4.2,6.5,27.5,31.6,1,0,OBS3712M4,M,M4,1,1,M,1,LAR2339F6,LAR,F6,F,1,0, , , , ,1
6431,M,W,43,4,0,0,0,0,0,0,0,0,1, ,1,F,1,1,5,60,0,1,1,1, ,0,1,0,1,3.2,.5,86.5,4.2,6.5,27.5,31.6,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6432,M,W,26,3,0,0,0,0,0,0,0,1,2,2000,1,M,1,1,2, ,0,1,1,1, ,0,1,0,1,3.2,.5,86.5,4.2,6.5,27.5,31.6,1,0,OBS3712M4,M,M4,1,1,M,0, , , , , ,1,ASL1315M1,ASL, , ,1
6433,M,B,22,2,1,0,4,0,0,0,0,1,2,3000,1,M,0,0,1, ,4,3,5,3, ,2,3,8,5,2.9,.39,81.8,13.4,1.1,42.3,44.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6434,M,W,22,2,1,0,2,0,0,0,0,1,2,5000,1,F,0,0,5,60,5,3,6,3, ,1,2,3,3,2.9,.39,81.8,13.4,1.1,42.3,44.8,1,0,DWI5407M1,M,M1,0,1,M,1,NAR3022F5,NAR,F5,F,1,0, , , , ,1
6435,F,B,29,3,1,0,4,0,1,0,1,1,2,1500,1,F,0,0,1, ,5,3,6,3, ,1,2,3,3,3.5,.47,57.3,39.7,.6,39.6,45.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6436,M,W,48,5,1,0,2,0,0,0,0,9,2,1000,1,M,0,0,5,4,2,2,3,2, ,1,2,3,3,3.3,.39,82.2,13.4,1.1,42.3,45,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6437,M,W,71,7,1,0,1,0,0,0,0,1,2,1500,1,M,0,0,5,.985626283367556,2,2,3,2, ,1,2,1,2,4,.44,92.3,5.6,.3,48.5,51.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6438,M,W,18,2,0,0,0,0,0,0,0,1,3,2500,1,M,0,0,1, ,0,1,1,1, ,0,1,2,2,4,.44,92.3,5.6,.3,48.5,51.4,1,0,NAR3095F5,F,F5,1,1,F,1,NAR3095F5,NAR,F5,F,1,0, , , , ,1
6439,M,W,46,5,1,0,1,0,0,0,0,1,3,10000,1,M,0,0,5,.985626283367556,2,2,3,2, ,1,2,1,2,3.8,.43,76.2,21.5,.5,45.7,48.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6440,F,B,32,3,0,0,0,0,0,0,0,1,3,1500,1,S,0,0,5,.328542094455852,0,1,1,1, ,0,1,0,1,3.8,.43,76.2,21.5,.5,45.7,48.2,1,0,CON3210S9,M,S9,1,1,M,0, , , , , ,0, , , , ,1
6441,M,W,39,4,1,0,0,0,0,0,0,0,1, ,1,F,0,0,5,60,0,1,1,1, ,0,1,0,1,3.1,.37,87.6,9.9,.6,44.2,46.9,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6442,M,W,20,2,0,0,0,0,0,0,0,1,3,750,1,M,0,0,5,0,0,1,1,1, ,0,1,2,2,3.1,.37,87.6,9.9,.6,44.2,46.9,1,1,NAR3010M2,M,M2,0,1,M,0, , , , , ,0, , , , ,1
6443,M,W,20,2,1,0,1,0,0,0,0,1,2,1000,1,S,0,0,1, ,2,2,3,2, ,1,2,3,3,3.1,.37,87.6,9.9,.6,44.2,46.9,1,0,REG6701M2,M,M2,1,1,M,0, , , , , ,0, , , , ,1
6444,M,W,40,4,1,0,0,0,0,0,0,1,1, ,1,F,0,0,5,12,0,1,1,1, ,0,1,0,1,3.1,.37,87.6,9.9,.6,44.2,46.9,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6445,F,B,34,3,0,11,17,4,1,0,1,0,1, ,0,S,0,0,1, ,9,5,10,5, ,3,4,8,5,4,.4,60.7,32.7,2.1,36.8,38.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6446,M,W,19,2,0,0,1,0,0,0,0,1,2,500,1,F,0,1,1, ,5,3,6,3, ,1,2,3,3,4,.4,60.7,32.7,2.1,36.8,38.2,1,0,TRS5709M1,M,M1,1,1,M,0, , , , , ,0, , , , ,1
6447,M,W,25,2,0,0,0,0,0,0,0,1,3,1500,1,S,0,0,1, ,0,1,1,1, ,0,1,0,1,3,.38,62.9,22.1,9.1,34.5,36,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6448,M,B,22,2,1,0,5,0,1,0,1,0,1, ,1,M,0,0,5,5.91375770020534,2,2,3,2, ,2,3,7,5,3,.38,62.9,22.1,9.1,34.5,36,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6449,F,W,26,3,1,0,3,0,2,0,2,1,3,5000,1,F,0,0,3, ,6,4,7,4,5,2,3,7,5,3,.38,62.9,22.1,9.1,34.5,36,0,1, , , , ,0, ,0, , , , , ,0, , , , ,0
6450,M,W,23,2,0,0,1,0,0,0,0,1,3,1000,1,F,1,1,5,6,5,3,6,3, ,1,2,1,2,3,.38,62.9,22.1,9.1,34.5,36,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6451,M,B,36,4,0,0,2,0,0,0,0,1,4, ,0,M,0,0,5,0,2,2,3,2, ,1,2,1,2,3,.38,62.9,22.1,9.1,34.5,36,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
6452,F,W,28,3,0,0,0,0,0,0,0,1,3,1000,1,F,0,0,3, ,3,2,4,2, ,0,1,0,1,3,.38,62.9,22.1,9.1,34.5,36,1,1,DWI5448S9,M,S9,1,1,M,0, , , , , ,0, , , , ,1
6453,M,B,18,2,99,0,1,0,0,0,0,1,3,1000,1,S,0,0,9, ,2,2,3,2, ,1,2,3,3,3,.38,62.9,22.1,9.1,34.5,36, , , , , , , , , , , , , , , , , , , ,0
